,X.1,X,CID,Inchikey,SID,KEGGID,Name,Name_1,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,Class
5671,15397,15158,443417,YKTXUUJZENEUGL-MKHRZCKRSA-N,13976,C11812,Lochnerinine,,map00901,map01110,,,,,Alkaloids and derivatives
5672,15400,15163,443676,YLFKDWVECRVHGB-ABYLEIOUSA-N,14319,C12172,11alpha-Hydroxygalanthamine,,,,,,,,Alkaloids and derivatives
5673,15402,15166,6436606,YLFSVIMMRPNPFK-WEQBUNFVSA-N,124489082,C18408,Acrinathrin,,,,,,,,Lipids and lipid-like molecules
5674,15404,15168,12130,YLKFDHTUAUWZPQ-UHFFFAOYSA-N,124489951,C19279,N-Nitrosodi-n-propylamine,,,,,,,,Organic nitrogen compounds
5675,15410,15176,23724701,YLRJRFOZRJMCAN-HELXGBBCSA-O,47205602,C16294,Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside,,map00942,,,,,,Phenylpropanoids and polyketides
5676,15411,15177,73337,YLRXAIKMLINXQY-ZDUSSCGKSA-O,11772,C09581,Magnoflorine,(S)-Magnoflorine,map00950,map01110,,,,,Alkaloids and derivatives
5677,15414,15182,50994405,YLYKAEKEKWAWLH-VZFHVOOUSA-N,319902597,C21367,Valienol 1-phosphate,,map00525,map01130,,,,,Organic acids and derivatives
5678,15420,15188,6429302,YMBFCQPIMVLNIU-SOUVJXGZSA-N,254741278,C20811,(-)-exo-alpha-Bergamotene,trans-alpha-Bergamotene,,,,,,,Lipids and lipid-like molecules
5679,15423,15193,443446,YMDYUWHAQBYOMU-HYAYUQHRSA-N,14015,C11853,Gibberellin A14 aldehyde,,map00904,,,,,,Lipids and lipid-like molecules
5680,15430,15202,65305,YMNCVRSYJBNGLD-KURKYZTESA-N,12763,C10580,Cephalotaxine,,,,,,,,Alkaloids and derivatives
5681,15431,15203,52940250,YMOJEHLMENKTSQ-GVCQAPIFSA-N,354339115,C21770,"4,4'-Diapolycopene-4,4'-dioate",,,,,,,,Lipids and lipid-like molecules
5682,15438,15211,1517,YMWJDWJXIXITMD-UHFFFAOYSA-N,17396614,C15624,GW 2433,,,,,,,,Benzenoids
5683,15440,15214,42062,YMXAYMSJCVGYEM-UHFFFAOYSA-N,17395611,C14611,1-Chloro-2-(chlorophenylmethyl)benzene,,,,,,,,Benzenoids
5684,15447,15222,89566,YNDYKPRNFWPPFU-UHFFFAOYSA-N,6739,C04036,1-Palmitoylglycerol 3-phosphate,1-Hexadecanoyl-sn-glycero-3-phosphate,,,,,,,Lipids and lipid-like molecules
5685,15452,15227,11954060,YNHSGCYEQVDEOY-UZDWIPAXSA-N,17395813,C14815,"5,6-Epoxytetraene","(7E,9E,11Z,13E)-(5S,6S,15S)-5,6-Epoxy-15-hydroxyeicosa-7,9,11,13-tetraenoic acid",map00590,,,,,,Lipids and lipid-like molecules
5686,15459,15237,12306,YNTOKMNHRPSGFU-UHFFFAOYSA-N,124490186,C19514,n-Propyl carbamate,,,,,,,,Organic acids and derivatives
5687,15460,15238,439595,YNUYWCOVJOACSH-UHFFFAOYSA-N,4994,C01881,7-Oxosteroid,,,,,,,,Lipids and lipid-like molecules
5688,15470,15252,92136126,YOMAOVCVRGQULE-SQOUGZDYSA-N,295369326,C21064,"6-Deoxy-6-sulfo-D-glucono-1,5-lactone",,,,,,,,Organic oxygen compounds
5689,15471,15254,656496,YONHOSLUBQJXPR-KCQAQPDRSA-N,5100,C02004,Aristolochene,(+)-Aristolochene,map00909,map01062,map01100,map01110,,,Lipids and lipid-like molecules
5690,15477,15263,442393,YOVSPTNQHMDJAG-QLFBSQMISA-N,11911,C09723,beta-Selinene,,map00909,map01110,,,,,Lipids and lipid-like molecules
5691,15485,15273,10442,YPFDHNVEDLHUCE-UHFFFAOYSA-N,5477,C02457,"Propane-1,3-diol","1,3-Propanediol",map00561,,,,,,Organic oxygen compounds
5692,15490,15279,316542,YPIGGYHFMKJNKV-UHFFFAOYSA-N,13900,C11735,N-Ethylglycine,,,,,,,,Organic acids and derivatives
5693,15491,15281,21350393,YPIQXPKZXKWWSZ-UHFFFAOYSA-N,51090923,C16596,"5-Phenyl-1,3-oxazinane-2,4-dione",,map00982,,,,,,Benzenoids
5694,15500,15293,5281176,YQDKULBMDMPFLH-FSRBREEPSA-N,10731,C08538,Betalamic acid,,map00965,map01110,,,,,Organic acids and derivatives
5695,15503,15296,11953943,YQECXCJMTXVAQP-VFGRUNSYSA-N,12624,C10439,4'-Cinnamoylmussatioside,,,,,,,,Organic oxygen compounds
5696,15510,15305,5945,YQJPWWLJDNCSCN-UHFFFAOYSA-N,7847061,C14251,"1,3-Diphenyltetramethyldisiloxane","1,1,3,3-Tetramethyl-1,3-diphenyldisiloxane",,,,,,,Organometallic compounds
5697,15512,15307,446313,YQLJDECYQDRSBI-UHFFFAOYSA-N,17396618,C15628,SR 12813,GW 485801,,,,,,,Organic acids and derivatives
5698,15520,15318,42807,YQVMVCCFZCMYQB-UHFFFAOYSA-N,124489724,C19052,Flamprop,,,,,,,,Benzenoids
5699,15523,15323,442104,YRAQEMCYCSSHJG-LLVKDONJSA-N,11401,C09210,(-)-Columbianetin,(R)-Columbianetin,,,,,,,Phenylpropanoids and polyketides
5700,15531,15334,31261,YRKCREAYFQTBPV-UHFFFAOYSA-N,17396491,C15499,"Pentane-2,4-dione",Acetylacetone,,,,,,,Organic oxygen compounds
5701,15540,15347,5282309,YRXOQXUDKDCXME-YIVRLKKSSA-N,854158,C13914,"N,N-Dimethylsphing-4-enine",,,,,,,,Organic nitrogen compounds
5702,15541,15348,25245114,YRXRHZOKDFCXIB-PYDDKJGSSA-N,254741232,C20764,Phytyl phosphate,,,,,,,,Lipids and lipid-like molecules
5703,15548,15356,441837,YSKVBPGQYRAUQO-UZSYLJJSSA-N,11032,C08839,Schottenol,7-Stigmastenol,,,,,,,Lipids and lipid-like molecules
5704,15550,15358,439437,YSMODUONRAFBET-WHFBIAKZSA-N,96023266,C16742,allo-Hydroxy-L-lysine,Allohydroxy-L-lysine,,,,,,,Organic acids and derivatives
5705,15557,15367,439651,YSYKRGRSMLTJNL-OAOVJFGZSA-N,5181,C02097,dTDP-galactose,dTDP-D-galactose,,,,,,,"Nucleosides, nucleotides, and analogues"
5706,15561,15373,16308,YTBRNEUEFCNVHC-UHFFFAOYSA-N,7847058,C14248,"4,4'-Dichlorobiphenyl",PCB 15,,,,,,,Benzenoids
5707,15568,15384,439712,YTMFRMLVZQOBDR-WUJWULDRSA-N,5394,C02345,(2S)-Flavan-4-ol,,,,,,,,Phenylpropanoids and polyketides
5708,15570,15386,442979,YTNIUPZRMQLHNV-XSIUSZODSA-N,12996,C10813,Kurchessine,,,,,,,,Lipids and lipid-like molecules
5709,15575,15393,5281824,YTRPTVLTUWVLKO-UHFFFAOYSA-N,12777,C10594,Ficine,"4H-1-Benzopyran-4-one, 5,7-dihydroxy-8-(1-methyl-2-pyrrolidinyl)-2-phenyl-, (-)-",,,,,,,Phenylpropanoids and polyketides
5710,15585,15405,150865,YUDNQQJOVFPCTF-UHFFFAOYSA-N,6316,C03505,Hydroxyacetone phosphate,Acetol phosphate,,,,,,,Organic acids and derivatives
5711,15590,15413,6434488,YUGWDVYLFSETPE-JLHYYAGUSA-N,124489198,C18524,Empenthrin,,,,,,,,Lipids and lipid-like molecules
5712,15597,15422,13873378,YUQDGJSYYKKISE-COOXUBAGSA-N,96023312,C16788,Pyriculol,,,,,,,,Phenylpropanoids and polyketides
5713,15600,15426,91701,YUVKUEAFAVKILW-UHFFFAOYSA-N,124489201,C18527,Fluazifop,,,,,,,,Benzenoids
5714,15610,15439,44237218,YVLXSHWZFBDIEL-SRDSWEMOSA-N,96024290,C18072,"N1,N5,N10-Tri(hydroxyferuloyl) spermidine",,map00940,,,,,,Phenylpropanoids and polyketides
5715,15612,15443,119930,YVPJVAWPIRGOJN-UHFFFAOYSA-N,17396434,C15437,"1,3,5-Triphenylcyclohexane",,,,,,,,Benzenoids
5716,15620,15452,439736,YVYGHRNLPUMVBU-UHFFFAOYSA-N,5501,C02488,(R)-2-Ethylmalate,,map00620,,,,,,Lipids and lipid-like molecules
5717,15623,15455,440052,YWELMMKQVLJFMW-QEYXCPIGSA-N,6372,C03580,3'-Adenylylspectinomycin,,,,,,,,"Nucleosides, nucleotides, and analogues"
5718,15631,15466,9809914,YWSCPYYRJXKUDB-UHFFFAOYSA-N,124489087,C18413,Tralomethrin,,,,,,,,Lipids and lipid-like molecules
5719,15634,15469,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,13292,C11110,Imidacloprid,,,,,,,,Organic nitrogen compounds
5720,15640,15478,5324473,YXAKCQIIROBKOP-HSSGTREWSA-N,96024070,C17743,Bisdemethoxycurcumin,,map00945,map01110,,,,,Phenylpropanoids and polyketides
5721,15651,15493,158280,YXMLGIGHGPSEKA-AWEZNQCLSA-N,11831,C09641,"7,4'-Dihydroxyflavan",,,,,,,,Phenylpropanoids and polyketides
5722,15659,15503,5929909,YXWFEYDSRHCXBA-OUKQBFOZSA-N,17396041,C15044,"2,3-Dimethoxy-[2-(4-Pyridinyl)-1-butenyl]phenol","4-[1-[(2,3-Dimethoxyphenyl)methylene]propyl]pyridine",,,,,,,Benzenoids
5723,15660,15505,105021,YXWOAJXNVLXPMU-ZXXMMSQZSA-N,3934,C00665,"beta-D-Fructose 2,6-bisphosphate","D-Fructose 2,6-bisphosphate",map00051,map04152,map04922,map05230,,,Organic oxygen compounds
5724,15667,15514,72310,YYFOFDHQVIODOQ-UHFFFAOYSA-O,4922,C01795,Columbamine,,map00950,map01063,map01110,,,,Alkaloids and derivatives
5725,15672,15519,9576412,YYJNOYZRYGDPNH-MFKUBSTISA-N,13280,C11098,Fenpyroximate,,,,,,,,Organic oxygen compounds
5726,15680,15529,71448916,YYUZYSVPFVOYLB-RGUWMICCSA-N,47205643,C16335,OPC4-CoA,,map00592,map01100,map01110,,,,Lipids and lipid-like molecules
5727,15683,15533,15586930,YYWXOXLDOMRDHW-SDMXVIBFSA-N,172232327,C20590,beta-Ergocryptine,,,,,,,,Alkaloids and derivatives
5728,15690,15542,20843328,YZBZORUZOSCZRN-DCUPSMFCSA-N,7253,C04672,"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid","(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoate",map00592,map01100,map01110,,,,Lipids and lipid-like molecules
5729,15692,15544,5281864,YZFJTFVPCWEPND-JHOCIBHQSA-N,13044,C10861,Meteloidine,,,,,,,,Alkaloids and derivatives
5730,15700,15554,444899,YZXBAPSDXZZRGB-DOFZRALJSA-N,3519,C00219,Arachidonate,Arachidonic acid,map00590,map00591,map01040,map01100,map04216,map04217,Lipids and lipid-like molecules
5731,15707,15563,86472,ZAKOWWREFLAJOT-CEFNRUSXSA-N,585946,C13202,alpha-Tocopherol acetate,Tocopherol acetate,map04977,,,,,,Lipids and lipid-like molecules
5732,15720,15578,5280801,ZBCBETMBSDTINL-WFTYEQLWSA-N,7923,C05600,"2-Hydroxyhepta-2,4-dienedioate","2-Hydroxyhepta-2,4-diene-1,7-dioate",map00350,map01120,map01220,,,,Lipids and lipid-like molecules
5733,15730,15589,97663,ZBYVTTSIVDYQSO-REOHCLBHSA-N,6017,C03124,beta-L-Aspartylhydroxamate,,,,,,,,Organic acids and derivatives
5734,15750,15615,656545,ZCZCVJVUJGULMO-ZHVGPZTNSA-N,10608,C08412,Glucoiberverin,3-Methylthiopropyl glucosinolate,map00966,map01110,map01210,,,,Organic oxygen compounds
5735,15751,15616,656545,ZCZCVJVUJGULMO-ZHVGPZTNSA-N,350078268,C21691,omega-(Methylthio)alkyl-glucosinolate,omega-(Methylsulfanyl)alkyl-glucosinolate,,,,,,,Organic oxygen compounds
5736,15760,15627,79034,ZDHCZVWCTKTBRY-UHFFFAOYSA-N,10515,C08317,12-Hydroxydodecanoic acid,omega-Hydroxydodecanoic acid,,,,,,,Organic acids and derivatives
5737,15768,15637,135398727,ZDPUTNZENXVHJC-UUOKFMHZSA-N,8443,C06193,Guanosine 3'-phosphate,3'-GMP,map00230,,,,,,"Nucleosides, nucleotides, and analogues"
5738,15770,15639,23368,ZDQWESQEGGJUCH-UHFFFAOYSA-N,17395523,C14523,Diisopropyl adipate,,,,,,,,Lipids and lipid-like molecules
5739,15777,15649,738,ZDXPYRJPNDTMRX-UHFFFAOYSA-N,3597,C00303,Glutamine,2-Aminoglutaramic acid,,,,,,,Organic acids and derivatives
5740,15780,15654,71448979,ZEACJJRPAPKYKW-NTCAYCPXSA-N,163312005,C20265,"2,3-Epoxymenaquinone","Vitamin K2 2,3-epoxide",map00130,map01110,,,,,Lipids and lipid-like molecules
5741,15781,15655,440835,ZEACOKJOQLAYTD-SOUVJXGZSA-N,8197,C05909,Leucodelphinidin,,map00941,map01110,,,,,Phenylpropanoids and polyketides
5742,15783,15657,441720,ZEBMMHUDQRRILP-WZSMAATHSA-N,10864,C08671,Condelphine,,,,,,,,Lipids and lipid-like molecules
5743,15784,15658,5281136,ZEGLQSKFSKZGRO-RELRXRRDSA-N,10612,C08416,Gluconapoleiferin,2-Hydroxy-4-pentenyl glucosinolate,,,,,,,Organic oxygen compounds
5744,15789,15664,38078,ZEKANFGSDXODPD-UHFFFAOYSA-N,124489238,C18564,Glyphosate-isopropylammonium,,,,,,,,Organic acids and derivatives
5745,15792,15668,33478,ZEMIJUDPLILVNQ-ZXFNITATSA-N,13915,C11750,Pivampicillin,,,,,,,,Organic acids and derivatives
5746,15799,15679,108185,ZEUXAIYYDDCIRX-UHFFFAOYSA-N,17396546,C15554,EXP 3174,,,,,,,,Benzenoids
5747,15804,15686,10312,ZFBRJUBOJXNIQM-UHFFFAOYSA-N,51090919,C16592,Atropaldehyde,2-Phenylpropenal,map00982,,,,,,Benzenoids
5748,15810,15694,57328746,ZFLDWYJOQSXISF-REOHCLBHSA-N,172232363,C20639,O-Ureido-L-serine,(2S)-2-Amino-3-[(carbamoylamino)oxy]propanoate,map00999,map01130,,,,,Organic acids and derivatives
5749,15813,15698,8815,ZFMSMUAANRJZFM-UHFFFAOYSA-N,12635,C10452,Estragole,1-Methoxy-4-(2-propenyl)benzene,map00940,,,,,,Benzenoids
5750,15818,15705,440946,ZFTFOHBYVDOAMH-XNOIKFDKSA-N,8461,C06215,Levan,"(2,6-beta-D-Fructosyl)n",map00500,,,,,,Organic oxygen compounds
5751,15820,15707,5281450,ZFUOPNBNUOUKMM-NDSOHZTDSA-N,11619,C09428,Eupacunolin,,,,,,,,Lipids and lipid-like molecules
5752,15821,15708,4369587,ZFVCONUOLQASEW-VKHMYHEASA-N,8685,C06452,(S)-2-Hydroxypropylphosphonate,,map00440,map01130,,,,,Organic acids and derivatives
5753,15838,15729,440863,ZGNGGJLVZZHLQM-ZRFIDHNTSA-N,8261,C05983,Propionyladenylate,Propionyl-adenosine monophosphate,map00640,,,,,,"Nucleosides, nucleotides, and analogues"
5754,15840,15734,23694215,ZGUYXYAGTSSIIA-DUQBLKLASA-M,10440,C08241,Sodium 2-O-L-rhamnopyranosyl-4-deoxy-alpha-L-threo-hex-4-eno-pyranosiduronate,Lepidimoide,,,,,,,Organic oxygen compounds
5755,15851,15749,36231,ZHLICBPIXDOFFG-UHFFFAOYSA-N,96024332,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",PCB 169,map00621,,,,,,Benzenoids
5756,15854,15754,111337,ZHOLUHXKCIXGSR-GBHAUCNQSA-N,17395587,C14587,"11alpha-Hydroxyandrosta-1,4-diene-3,17-dione",,,,,,,,Lipids and lipid-like molecules
5757,15862,15763,443462,ZHUFJGRQVHLFRM-ONBGMUNTSA-N,14031,C11869,Gibberellin A34-catabolite,,map00904,,,,,,Lipids and lipid-like molecules
5758,15864,15766,23724669,ZHXRWFOBROFZAC-LVYGOKBNSA-N,47205539,C16231,(-)-Maackiain-3-O-glucosyl-6'-O-malonate,,map00943,,,,,,Phenylpropanoids and polyketides
5759,15870,15775,94382,ZIEWAMOXCOLNSJ-UHFFFAOYSA-N,124489720,C19048,Quinonamid,,,,,,,,Benzenoids
5760,15879,15787,441914,ZIUOAVDHMLNSNY-QGEXMSAISA-N,11128,C08936,Colubrin,,,,,,,,Lipids and lipid-like molecules
5761,15880,15788,5281767,ZIUSSTSXXLLKKK-KOBPDPAPSA-N,12626,C10443,Curcumin,Kacha haldi,,,,,,,Phenylpropanoids and polyketides
5762,15881,15789,10452259,ZIVURVYGGHVTQO-CUCOLZSJSA-N,96023495,C17012,Nigakilactone A,Quassin,,,,,,,Lipids and lipid-like molecules
5763,15890,15803,449065,ZJKIBABOSPFBNO-OWOJBTEDSA-N,14222,C12069,3-Hydroxypropenoate,,,,,,,,Organic acids and derivatives
5764,15891,15804,14993,ZJMLMBICUVVJDX-UHFFFAOYSA-N,124489816,C19144,Trifenmorph,4-Tritylmorpholine,,,,,,,Benzenoids
5765,15901,15818,10209,ZJTLZYDQJHKRMQ-UHFFFAOYSA-N,9336,C07126,Menadiol,,,,,,,,Benzenoids
5766,15910,15831,15643,ZKIBFASDNPOJFP-UHFFFAOYSA-N,124489707,C19035,Diamidafos,Nellite,,,,,,,Benzenoids
5767,15917,15838,656816,ZKLREJQHRKUJHD-JKSUJKDBSA-N,854159,C13915,Hexadecasphinganine,,,,,,,,Organic nitrogen compounds
5768,15920,15843,6437068,ZKNJEOBYOLUGKJ-FNORWQNLSA-N,51090977,C16653,2-n-Propyl-2-pentenoic acid,2-En-valproic acid,map00982,,,,,,Lipids and lipid-like molecules
5769,15930,15855,5281448,ZKXZLEVGQXDZEP-ZDHOEGKISA-N,11616,C09425,Eupachloroxin,,,,,,,,Lipids and lipid-like molecules
5770,15931,15856,25076,ZKZBPNGNEQAJSX-REOHCLBHSA-N,7995,C05688,L-Selenocysteine,,map00450,map01100,,,,,Organic acids and derivatives
5771,15937,15864,165506,ZLHVIYHWWQYJID-UHFFFAOYSA-N,7847051,C14241,4'-Hydroxyflavanone,"2,3-Dihydro-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one",,,,,,,Phenylpropanoids and polyketides
5772,15945,15872,11029,ZLNQQNXFFQJAID-UHFFFAOYSA-L,583282,C12893,Magnesium carbonate,Magnesium carbonate anhydrous,,,,,,,Organic acids and derivatives
5773,15950,15878,5281156,ZLZFXXJOALTVDA-JWAQTBJPSA-N,10659,C08466,Wyerone acid,,,,,,,,Lipids and lipid-like molecules
5774,15951,15879,8471,ZMANZCXQSJIPKH-UHFFFAOYSA-N,17395690,C14691,Triethylamine,"N,N-Diethylethanamine",,,,,,,Organic nitrogen compounds
5775,15965,15896,6228,ZMXDDKWLCZADIW-UHFFFAOYSA-N,6023,C03134,"N,N-Dimethylformamide","N,N-Dimethylmethanamide",,,,,,,Organic acids and derivatives
5776,15970,15903,440454,ZNEIIZNXGCIAAL-TXUJEBAWSA-N,11079,C08886,Asparagoside A,(25S)-5beta-Spirostan-3beta-ol 3-O-beta-D-glucoside,,,,,,,Lipids and lipid-like molecules
5777,15973,15907,46173939,ZNGWNKADFSBHQZ-SDNWHVSQSA-N,96023897,C17552,2-Polyprenyl-6-methoxyphenol,,map00130,map01100,map01110,,,,Lipids and lipid-like molecules
5778,15980,15918,8076,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,17395686,C14687,2-Ethoxyethanol,,,,,,,,Organic oxygen compounds
5779,15985,15925,441455,ZNWYDQPOUQRDLY-WHFBIAKZSA-N,8006,C05699,L-Selenocystathionine,,map00450,,,,,,Organic acids and derivatives
5780,15990,15931,224246,ZOCUOMKMBMEYQV-GSLJADNHSA-N,17395636,C14636,"9alpha-Fluoro-11beta,17alpha,21-trihydroxypregna-1,4-diene-3,20-dione 21-acetate",Isoflupredone acetate,,,,,,,Lipids and lipid-like molecules
5781,15991,15932,11954154,ZOCYLDVQMLRLSR-RGJFDMQWSA-N,17396313,C15316,5alpha-Androstane-2alpha-methyl-17beta-ol,,,,,,,,Lipids and lipid-like molecules
5782,15996,15937,23932,ZOKXTWBITQBERF-UHFFFAOYSA-N,3450,C00150,Molybdenum,,,,,,,,Homogeneous metal compounds
5783,16000,15943,135398570,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,4194,C00942,"3',5'-Cyclic GMP","Guanosine 3',5'-cyclic monophosphate",map00230,map04022,map04270,map04540,map04611,map04713,"Nucleosides, nucleotides, and analogues"
5784,16001,15944,24858868,ZOPACRMLVDFSGJ-NTSWFWBYSA-N,96023480,C16994,Anthopleurine,,,,,,,,Organic acids and derivatives
5785,16009,15956,49787020,ZPCCSZFPOXBNDL-ZSTSFXQOSA-N,583280,C12891,Acetylspiramycin,Spiramycin II,,,,,,,Organic oxygen compounds
5786,16010,15957,104,ZPEHSARSWGDCEX-UHFFFAOYSA-N,6377,C03586,"2-Oxo-2,3-dihydrofuran-5-acetate",3-Oxoadipate enol-lactone,map00362,map01100,map01120,map01220,,,Organic acids and derivatives
5787,16017,15967,6602304,ZPPQIOUITZSYAO-AOBOYTTNSA-O,172232239,C20490,Cyanidin 3-O-beta-D-sambubioside,,map00942,,,,,,Phenylpropanoids and polyketides
5788,16020,15973,446220,ZPUCINDJVBIVPJ-LJISPDSOSA-N,4603,C01416,Cocaine,l-Cocain,map00960,map01064,map01100,map01110,,,Benzenoids
5789,16022,15976,8361,ZQBAKBUEJOMQEX-UHFFFAOYSA-N,7846975,C14163,Phenyl salicylate,,,,,,,,Phenylpropanoids and polyketides
5790,16030,15986,440098,ZQLQOXLUCGXKHS-SIAUPFDVSA-N,6496,C03733,UDP-alpha-D-galactofuranose,"UDP-alpha-D-galacto-1,4-furanose",map00052,map00520,,,,,"Nucleosides, nucleotides, and analogues"
5791,16031,15987,32191,ZQOKZAPJXRMEJW-UHFFFAOYSA-N,17395559,C14559,5-Hydroxybenzo[a]pyrene,,,,,,,,Benzenoids
5792,16038,15996,46926227,ZQZCWPBSHHYCMM-BETJHJQZSA-N,135626441,C19975,2-Oxepin-2(3H)-ylideneacetyl-CoA,,map00360,map01120,,,,,Lipids and lipid-like molecules
5793,16043,16004,21929,ZRGHYHHYHYAJBT-UHFFFAOYSA-N,124489601,C18929,Drazoxolon,,,,,,,,Benzenoids
5794,16050,16013,119258,ZROGCCBNZBKLEL-MPRHSVQHSA-N,96023799,C17449,Astilbin,,,,,,,,Phenylpropanoids and polyketides
5795,16051,16015,439893,ZRPDXDBGEYHEBJ-UHFFFAOYSA-N,5959,C03059,2-Hydroxymethylserine,,,,,,,,Organic acids and derivatives
5796,16060,16025,5388888,ZRYNJPRVBZUGKC-ZNHLJHKNSA-N,854142,C13897,sn-Caldito-1-phosphoethanolamine,,,,,,,,Lipids and lipid-like molecules
5797,16061,16026,442076,ZRZNJUXESFHSIO-ZXVYJXQESA-N,11361,C09169,Pleuromutilin,Pleuromulin,,,,,,,Lipids and lipid-like molecules
5798,16070,16038,9543055,ZSOPPQGHWJVKJB-UPHRSURJSA-N,47205656,C16348,cis-3-Chloroallyl aldehyde,cis-3-Chloro-2-propenal,map00625,map01100,map01120,,,,Organic oxygen compounds
5799,16071,16039,11953988,ZSPNNRIPLTXTIF-ZJHNFQRCSA-N,14139,C11978,5-Oxoavermectin '1a' aglycone,,map00522,map01130,,,,,Phenylpropanoids and polyketides
5800,16080,16049,5282222,ZTALKMXOHWQNIA-TVBSHJCBSA-N,586193,C13453,Xanthoxin,"2-cis,4-trans-Xanthoxin",map00906,map01062,map01100,map01110,,,Lipids and lipid-like molecules
5801,16081,16051,5281435,ZTDFZLVUIVPZDU-QGNHJMHWSA-N,11553,C09362,Cnicin,,,,,,,,Lipids and lipid-like molecules
5802,16092,16065,60815,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,10221,C08021,Remifentanil,,,,,,,,Organic acids and derivatives
5803,16094,16067,10010,ZTVZLYBCZNMWCF-UHFFFAOYSA-N,254741255,C20788,Homocystine,"4,4'-Dithiobis(2-aminobutyric acid)",,,,,,,Organic acids and derivatives
5804,16100,16074,441880,ZUAUXYWVXMTADI-ZRUUGFNHSA-N,11083,C08890,Convallagenin A,,,,,,,,Lipids and lipid-like molecules
5805,16103,16078,5461149,ZULNQPCZALKHMF-LBZOJLJLSA-N,47205380,C16070,"6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate",,,,,,,,Organic oxygen compounds
5806,16109,16085,440446,ZUPSABSQBFCIOU-IBVRSMRASA-N,7275,C04698,Methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside,,,,,,,,Organic oxygen compounds
5807,16110,16086,10420098,ZUPUPHLFVHTOID-BAQGIRSFSA-N,96023398,C16896,Nakitriol,,,,,,,,Benzenoids
5808,16115,16093,245225,ZVBFVKPTXOYOHX-WTBQFDOKSA-N,17396356,C15359,6-(Dibromomethylene)-17beta-hydroxy-androst-4-en-3-one propionate,,,,,,,,Lipids and lipid-like molecules
5809,16121,16101,11954104,ZVKKSLFHXTYQQE-BEEPJJAKSA-N,17396110,C15113,"9-Fluoro-11beta,17beta-dihydroxy-2,17-dimethylandrost-4-en-3-one",,,,,,,,Lipids and lipid-like molecules
5810,16129,16112,16667385,ZVZPKUXZGROCDB-IFRRKGDKSA-N,47205453,C16143,"(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol",Germacradienol,map00909,map01062,map01100,map01110,,,Lipids and lipid-like molecules
5811,16130,16114,135398743,ZWBTYMGEBZUQTK-PVLSIAFMSA-N,9444,C07235,Rifabutin,,,,,,,,Phenylpropanoids and polyketides
5812,16137,16123,5282258,ZWQSWMXYEPWSRT-WAYWQWQTSA-N,854038,C13793,3-Bromo-2Z-heptenoic acid,3-Bromo-2Z-heptenoate,,,,,,,Lipids and lipid-like molecules
5813,16140,16127,68490,ZWVHTXAYIKBMEE-UHFFFAOYSA-N,9398,C07189,2-Hydroxyacetophenone,omega-Hydroxyacetophenone,map00642,map01120,,,,,Organic oxygen compounds
5814,16150,16138,5281873,ZXQYGBMAQZUVMI-UNOMPAQXSA-N,13166,C10983,Cyhalothrin,,,,,,,,Lipids and lipid-like molecules
5815,16151,16141,441707,ZXTOPWJFZABXSX-BMRUPKHXSA-N,10850,C08657,Anhwiedelphinine,,,,,,,,Benzenoids
5816,16155,16145,21775434,ZYDMLFOHENLMIN-GTNGWFEESA-N,135626076,C16902,Mycalolide B,,,,,,,,Lipids and lipid-like molecules
5817,16165,16159,23724632,ZYYDXCYBBKREKA-VIKMFZHKSA-N,47205297,C15984,Thermobiszeaxanthin,Zeaxanthin diglucoside diester,map00906,,,,,,Lipids and lipid-like molecules
5818,16170,16166,587245,ZZGANZXITREHOP-UHFFFAOYSA-N,96024047,C17717,"5-Phenyl-1,3-pentadiyne",,,,,,,,Benzenoids
5819,16180,16179,86354,ZZYSLNWGKKDOML-UHFFFAOYSA-N,13308,C11126,Tebufenpyrad,"1H-Pyrazole-5-carboxamide, 4-chloro-N-((4-(1,1-dimethylethyl)phenyl)methyl)-3-ethyl-1-methyl-",,,,,,,Benzenoids
5820,3455,71,25202914,ACVTTWBZLGNMCH-UMWONPOSSA-N,319902601,C21371,Validone,,,,,,,,Organic oxygen compounds
5821,3466,85,5317844,ADIDQIZBYUABQK-RWMBFGLXSA-N,163311904,C20161,alpha-Guaiene,,,,,,,,Lipids and lipid-like molecules
5822,3477,99,42396,ADUKCCWBEDSMEB-NSHDSACASA-N,9736,C07533,Prenalterol,,,,,,,,Benzenoids
5823,3489,117,56845780,AEMOLEFTQBMNLQ-DOTFUZMJSA-N,254816259,C21034,L-Altruronic acid,L-Altropyranuronic acid,,,,,,,Organic oxygen compounds
